timestamp,detector,K,n_train_images,n_test_images,cv_mean_acc,cv_std_acc,test_acc
2025-12-09 01:03:47.334841,DENSE_SIFT,32,8700,2200,0.31034482758620696,0.018946350468174302,0.3559090909090909
2025-12-09 01:08:07.717543,DENSE_SIFT,64,8700,2200,0.32264367816091954,0.007320314173834798,0.37136363636363634
2025-12-09 01:13:12.331835,DENSE_SIFT,128,8700,2200,0.3339080459770115,0.00895519594518734,0.375
